grade_id,student_id,course_code,grade,letter_grade,semester,exam_date
GRD002839,STU000625,EN201,100.0,A,Fall 2023,2025-01-30
GRD002840,STU000625,CS401,67.61,D,Spring 2024,2024-12-13
GRD002841,STU000625,CS301,74.43,C,Spring 2024,2025-04-04
GRD002842,STU000625,CS201,47.25,F,Fall 2024,2025-02-06
GRD002843,STU000625,CS101,92.15,A,Fall 2024,2025-03-19
GRD002844,STU000625,PH101,52.48,F,Fall 2023,2024-12-17
GRD002845,STU000626,MA101,73.25,C,Fall 2023,2025-07-23
GRD002846,STU000626,BA301,53.54,F,Spring 2024,2025-09-04
GRD002847,STU000626,CS201,61.17,D,Fall 2024,2025-09-11
GRD002848,STU000626,EN201,57.44,F,Spring 2025,2025-11-13
GRD002849,STU000627,CS101,60.88,D,Fall 2023,2025-06-16
GRD002850,STU000627,EN201,61.91,D,Spring 2024,2025-06-08
GRD002851,STU000627,PH101,61.78,D,Spring 2024,2025-03-18
GRD002852,STU000627,CS201,82.5,B,Spring 2024,2025-08-14
GRD002853,STU000627,BA101,53.43,F,Spring 2025,2025-03-19
GRD002854,STU000628,CS401,73.31,C,Spring 2024,2025-03-02
GRD002855,STU000628,CS201,88.27,B,Spring 2024,2025-10-15
GRD002856,STU000628,CS301,62.3,D,Spring 2025,2025-03-01
GRD002857,STU000628,BA301,59.23,F,Fall 2023,2025-02-02
GRD002858,STU000628,MA201,66.54,D,Spring 2024,2025-07-15
GRD002859,STU000628,EN101,87.7,B,Spring 2025,2025-01-02
GRD002860,STU000629,CS401,72.91,C,Fall 2023,2025-06-07
GRD002861,STU000629,BA101,62.03,D,Spring 2025,2025-11-04
GRD002862,STU000629,BA301,77.26,C,Spring 2024,2024-12-10
GRD002863,STU000629,CS101,53.47,F,Fall 2024,2025-05-02
GRD002864,STU000629,MA101,80.22,B,Spring 2025,2025-01-12
GRD002865,STU000630,PH101,76.13,C,Spring 2025,2024-12-23
GRD002866,STU000630,CS301,65.38,D,Spring 2024,2025-07-18
GRD002867,STU000630,EN101,57.42,F,Fall 2024,2025-03-09
GRD002868,STU000630,EN201,56.7,F,Fall 2023,2025-04-11
GRD002869,STU000631,BA301,78.02,C,Fall 2023,2024-11-23
GRD002870,STU000631,CS201,88.43,B,Spring 2024,2024-12-25
GRD002871,STU000631,EN201,60.44,D,Fall 2023,2025-05-13
GRD002872,STU000632,BA301,76.88,C,Fall 2024,2025-06-14
GRD002873,STU000632,BA101,38.69,F,Spring 2025,2025-03-02
GRD002874,STU000632,EN101,61.23,D,Spring 2025,2025-05-05
GRD002875,STU000632,BA201,69.53,D,Spring 2024,2025-03-23
GRD002876,STU000632,MA201,56.35,F,Fall 2024,2025-10-03
GRD002877,STU000633,BA201,55.95,F,Fall 2024,2025-07-03
GRD002878,STU000633,EN201,59.98,F,Fall 2024,2025-01-18
GRD002879,STU000633,MA201,74.38,C,Spring 2024,2025-06-11
GRD002880,STU000633,CS201,67.19,D,Fall 2024,2025-07-19
GRD002881,STU000633,BA101,36.43,F,Spring 2024,2025-05-24
GRD002882,STU000633,PH101,38.19,F,Fall 2024,2025-08-12
GRD002883,STU000634,EN201,60.9,D,Spring 2025,2024-12-11
GRD002884,STU000634,MA201,76.87,C,Spring 2024,2025-01-09
GRD002885,STU000634,BA301,28.79,F,Spring 2024,2024-12-01
GRD002886,STU000634,BA101,62.5,D,Fall 2024,2025-08-13
GRD002887,STU000634,PH101,62.11,D,Fall 2024,2024-11-19
GRD002888,STU000635,CS401,90.83,A,Fall 2023,2025-06-22
GRD002889,STU000635,EN101,64.22,D,Spring 2024,2025-08-05
GRD002890,STU000635,MA101,75.74,C,Fall 2024,2025-08-17
GRD002891,STU000635,EN201,72.12,C,Spring 2025,2025-05-11
GRD002892,STU000635,CS301,38.04,F,Spring 2024,2025-05-02
GRD002893,STU000636,PH101,81.52,B,Fall 2024,2025-01-12
GRD002894,STU000636,BA101,73.23,C,Fall 2023,2025-07-12
GRD002895,STU000636,MA101,77.62,C,Fall 2023,2025-05-10
GRD002896,STU000636,EN101,100.0,A,Spring 2025,2025-11-17
GRD002897,STU000636,BA201,38.74,F,Fall 2023,2025-08-14
GRD002898,STU000636,CS201,95.87,A,Fall 2024,2025-03-10
GRD002899,STU000637,EN201,65.69,D,Fall 2024,2025-10-23
GRD002900,STU000637,MA101,74.31,C,Spring 2025,2025-01-01
GRD002901,STU000637,BA101,69.32,D,Spring 2025,2025-01-18
GRD002902,STU000637,PH101,63.64,D,Fall 2023,2025-03-20
GRD002903,STU000637,BA301,61.45,D,Spring 2025,2025-05-04
GRD002904,STU000637,CS201,74.94,C,Fall 2024,2025-09-18
GRD002905,STU000638,CS301,47.24,F,Fall 2023,2025-10-14
GRD002906,STU000638,CS201,81.26,B,Fall 2024,2025-09-24
GRD002907,STU000638,BA201,63.76,D,Fall 2024,2025-09-14
GRD002908,STU000638,CS101,53.05,F,Fall 2023,2024-12-02
GRD002909,STU000639,CS401,63.25,D,Fall 2024,2025-01-03
GRD002910,STU000639,CS101,88.86,B,Fall 2024,2025-06-26
GRD002911,STU000639,MA101,61.97,D,Spring 2025,2025-07-18
GRD002912,STU000639,MA201,75.38,C,Spring 2024,2025-07-29
GRD002913,STU000639,EN201,59.04,F,Fall 2024,2025-02-09
GRD002914,STU000639,EN101,81.37,B,Fall 2024,2025-07-20
GRD002915,STU000640,CS101,80.28,B,Spring 2024,2025-08-23
GRD002916,STU000640,EN201,97.73,A,Spring 2025,2025-08-06
GRD002917,STU000640,MA101,67.37,D,Fall 2023,2025-08-28
GRD002918,STU000640,BA201,80.03,B,Fall 2023,2025-01-30
GRD002919,STU000641,EN101,71.47,C,Spring 2024,2025-07-18
GRD002920,STU000641,CS201,89.44,B,Spring 2025,2025-01-10
GRD002921,STU000641,MA201,59.22,F,Spring 2024,2025-08-22
GRD002922,STU000641,CS401,81.18,B,Spring 2024,2025-06-28
GRD002923,STU000641,BA301,67.08,D,Fall 2023,2025-11-17
GRD002924,STU000642,MA201,69.04,D,Spring 2025,2025-08-01
GRD002925,STU000642,BA101,71.38,C,Spring 2024,2025-09-28
GRD002926,STU000642,BA301,73.78,C,Fall 2023,2025-04-23
GRD002927,STU000642,MA101,68.26,D,Spring 2025,2025-04-06
GRD002928,STU000643,PH101,73.22,C,Fall 2023,2025-02-14
GRD002929,STU000643,BA301,93.67,A,Fall 2024,2025-08-05
GRD002930,STU000643,MA101,84.78,B,Spring 2025,2025-04-09
GRD002931,STU000643,MA201,83.04,B,Fall 2024,2025-06-07
GRD002932,STU000644,EN101,63.17,D,Spring 2025,2025-04-06
GRD002933,STU000644,EN201,56.66,F,Spring 2024,2025-05-12
GRD002934,STU000644,MA101,84.33,B,Spring 2024,2024-11-23
GRD002935,STU000645,MA101,83.14,B,Spring 2024,2025-04-26
GRD002936,STU000645,MA201,92.09,A,Spring 2024,2025-07-30
GRD002937,STU000645,BA301,60.94,D,Fall 2024,2025-05-22
GRD002938,STU000646,BA101,66.56,D,Spring 2025,2025-11-06
GRD002939,STU000646,CS401,45.41,F,Spring 2024,2024-12-23
GRD002940,STU000646,PH101,64.11,D,Fall 2023,2025-04-01
GRD002941,STU000646,MA201,84.95,B,Fall 2023,2025-05-03
GRD002942,STU000646,BA301,63.0,D,Fall 2024,2025-05-18
GRD002943,STU000646,MA101,79.61,C,Spring 2025,2025-11-08
GRD002944,STU000647,BA301,67.14,D,Fall 2024,2025-07-24
GRD002945,STU000647,EN101,74.86,C,Fall 2024,2025-05-15
GRD002946,STU000647,PH101,52.78,F,Fall 2024,2025-03-18
GRD002947,STU000647,CS201,71.28,C,Spring 2024,2025-08-24
GRD002948,STU000647,MA101,25.13,F,Spring 2024,2025-01-23
GRD002949,STU000647,CS301,67.2,D,Spring 2024,2025-10-31
GRD002950,STU000648,BA201,45.54,F,Fall 2023,2025-07-13
GRD002951,STU000648,CS101,88.09,B,Fall 2023,2025-02-23
GRD002952,STU000648,CS401,81.66,B,Fall 2024,2025-04-01
GRD002953,STU000648,CS201,77.0,C,Spring 2024,2025-06-21
GRD002954,STU000648,CS301,92.82,A,Spring 2024,2025-04-09
GRD002955,STU000648,MA201,55.77,F,Fall 2024,2025-08-15
GRD002956,STU000649,BA301,96.21,A,Fall 2023,2025-07-23
GRD002957,STU000649,BA101,83.98,B,Fall 2023,2025-01-05
GRD002958,STU000649,CS301,66.45,D,Fall 2023,2025-01-29
GRD002959,STU000649,EN201,87.03,B,Spring 2024,2025-06-24
GRD002960,STU000650,BA301,53.41,F,Fall 2023,2025-10-15
GRD002961,STU000650,CS301,57.63,F,Fall 2023,2025-07-04
GRD002962,STU000650,CS401,60.87,D,Spring 2024,2025-02-18
GRD002963,STU000650,CS101,62.07,D,Fall 2023,2025-03-27
GRD002964,STU000650,MA101,54.15,F,Fall 2024,2025-08-19
GRD002965,STU000650,BA101,88.35,B,Spring 2024,2025-02-18
GRD002966,STU000651,CS401,66.12,D,Fall 2024,2025-03-01
GRD002967,STU000651,CS101,75.29,C,Fall 2023,2025-03-07
GRD002968,STU000651,BA201,61.44,D,Fall 2023,2025-05-01
GRD002969,STU000651,CS301,42.69,F,Spring 2024,2025-08-25
GRD002970,STU000652,EN101,74.05,C,Spring 2024,2025-01-11
GRD002971,STU000652,CS301,41.32,F,Fall 2024,2025-01-29
GRD002972,STU000652,MA201,68.97,D,Fall 2024,2025-03-27
GRD002973,STU000653,EN101,49.48,F,Spring 2024,2024-12-26
GRD002974,STU000653,CS301,99.81,A,Fall 2023,2025-10-15
GRD002975,STU000653,CS201,83.67,B,Spring 2025,2025-09-10
GRD002976,STU000653,CS401,71.59,C,Fall 2023,2025-06-24
GRD002977,STU000654,EN201,88.96,B,Spring 2025,2024-12-22
GRD002978,STU000654,EN101,57.31,F,Fall 2024,2025-01-12
GRD002979,STU000654,BA301,78.15,C,Spring 2025,2025-07-13
GRD002980,STU000654,PH101,73.0,C,Spring 2025,2025-08-25
GRD002981,STU000654,MA101,73.96,C,Spring 2025,2025-09-15
GRD002982,STU000654,BA101,89.09,B,Fall 2023,2025-08-05
GRD002983,STU000655,MA101,80.99,B,Fall 2023,2025-01-13
GRD002984,STU000655,BA201,74.33,C,Spring 2025,2025-05-07
GRD002985,STU000655,BA101,45.18,F,Spring 2025,2025-06-18
GRD002986,STU000656,CS101,55.6,F,Spring 2024,2025-04-10
GRD002987,STU000656,BA201,68.16,D,Spring 2024,2025-04-02
GRD002988,STU000656,EN101,71.4,C,Spring 2024,2024-12-21
GRD002989,STU000656,CS401,53.05,F,Fall 2024,2025-04-30
GRD002990,STU000656,PH101,100.0,A,Spring 2024,2025-09-07
GRD002991,STU000657,CS401,92.75,A,Spring 2025,2025-04-28
GRD002992,STU000657,EN101,79.03,C,Spring 2025,2024-11-19
GRD002993,STU000657,BA101,71.08,C,Spring 2025,2025-05-12
GRD002994,STU000658,EN101,66.82,D,Spring 2024,2025-09-05
GRD002995,STU000658,CS301,55.72,F,Fall 2023,2025-06-20
GRD002996,STU000658,BA301,71.16,C,Fall 2024,2025-10-22
GRD002997,STU000658,CS101,73.87,C,Fall 2024,2025-03-25
GRD002998,STU000659,MA201,51.37,F,Spring 2025,2025-10-29
GRD002999,STU000659,BA301,75.01,C,Spring 2025,2025-10-15
GRD003000,STU000659,CS201,67.67,D,Fall 2024,2025-06-02
GRD003001,STU000659,BA101,41.38,F,Spring 2024,2025-06-13
GRD003002,STU000659,BA201,57.09,F,Spring 2024,2025-11-13
GRD003003,STU000659,PH101,63.8,D,Fall 2023,2025-09-05
GRD003004,STU000660,CS101,98.32,A,Fall 2023,2025-04-03
GRD003005,STU000660,PH101,78.35,C,Spring 2025,2025-05-31
GRD003006,STU000660,EN201,49.97,F,Spring 2025,2025-05-25
GRD003007,STU000660,CS401,77.29,C,Fall 2024,2025-06-26
GRD003008,STU000660,BA201,46.79,F,Fall 2024,2025-10-23
GRD003009,STU000661,EN101,86.24,B,Fall 2023,2024-12-12
GRD003010,STU000661,PH101,62.93,D,Fall 2023,2025-09-01
GRD003011,STU000661,BA301,68.6,D,Spring 2025,2025-06-02
GRD003012,STU000662,PH101,89.89,B,Spring 2024,2025-10-02
GRD003013,STU000662,MA201,50.69,F,Spring 2025,2025-06-30
GRD003014,STU000662,BA101,49.04,F,Spring 2025,2025-07-29
GRD003015,STU000662,CS301,61.25,D,Fall 2023,2025-10-27
GRD003016,STU000662,EN201,85.58,B,Fall 2024,2025-11-12
GRD003017,STU000662,BA301,47.21,F,Spring 2024,2025-08-11
GRD003018,STU000663,MA101,27.52,F,Fall 2024,2025-08-03
GRD003019,STU000663,CS401,63.23,D,Fall 2023,2025-10-16
GRD003020,STU000663,BA301,78.28,C,Spring 2024,2025-10-30
GRD003021,STU000663,CS301,88.0,B,Fall 2024,2025-03-16
GRD003022,STU000663,PH101,63.05,D,Fall 2023,2025-07-29
GRD003023,STU000663,BA101,63.83,D,Spring 2025,2025-08-26
GRD003024,STU000664,CS201,87.31,B,Spring 2025,2025-07-09
GRD003025,STU000664,PH101,41.95,F,Fall 2024,2024-12-30
GRD003026,STU000664,EN101,64.17,D,Fall 2024,2025-02-22
GRD003027,STU000664,BA201,72.86,C,Spring 2024,2024-12-12
GRD003028,STU000664,EN201,76.74,C,Fall 2024,2025-01-18
GRD003029,STU000664,BA301,62.35,D,Spring 2024,2025-07-26
GRD003030,STU000665,BA301,70.52,C,Fall 2024,2025-03-03
GRD003031,STU000665,EN101,32.68,F,Fall 2024,2025-03-08
GRD003032,STU000665,BA101,60.13,D,Spring 2025,2025-10-23
GRD003033,STU000666,BA101,76.8,C,Spring 2024,2025-07-14
GRD003034,STU000666,CS201,55.27,F,Spring 2025,2025-09-01
GRD003035,STU000666,CS301,70.88,C,Fall 2023,2024-11-26
GRD003036,STU000666,EN201,76.7,C,Fall 2024,2025-04-21
GRD003037,STU000666,CS401,64.86,D,Spring 2025,2025-04-18
GRD003038,STU000667,BA101,72.56,C,Fall 2023,2025-06-11
GRD003039,STU000667,CS201,55.56,F,Fall 2023,2025-04-09
GRD003040,STU000667,CS401,66.9,D,Spring 2025,2025-04-11
GRD003041,STU000667,CS301,79.15,C,Spring 2024,2025-04-20
GRD003042,STU000667,EN101,72.35,C,Spring 2025,2025-11-03
GRD003043,STU000668,BA201,61.2,D,Spring 2025,2025-04-30
GRD003044,STU000668,CS201,73.36,C,Spring 2024,2025-04-25
GRD003045,STU000668,BA101,80.72,B,Spring 2025,2025-07-21
GRD003046,STU000668,CS401,39.25,F,Fall 2024,2025-07-17
GRD003047,STU000668,EN101,87.39,B,Spring 2024,2025-05-30
GRD003048,STU000669,MA101,64.96,D,Fall 2023,2025-09-28
GRD003049,STU000669,BA201,76.38,C,Fall 2023,2025-10-07
GRD003050,STU000669,PH101,87.96,B,Fall 2023,2025-09-03
GRD003051,STU000669,BA301,49.42,F,Spring 2025,2025-03-11
GRD003052,STU000670,PH101,59.36,F,Fall 2023,2025-11-17
GRD003053,STU000670,MA201,65.67,D,Spring 2025,2025-08-20
GRD003054,STU000670,CS301,58.24,F,Fall 2023,2025-09-11
GRD003055,STU000671,BA201,96.02,A,Spring 2024,2025-06-13
GRD003056,STU000671,MA201,57.15,F,Fall 2024,2025-09-28
GRD003057,STU000671,PH101,61.67,D,Fall 2023,2025-01-24
GRD003058,STU000671,CS201,73.07,C,Fall 2023,2025-10-29
GRD003059,STU000671,CS101,51.97,F,Fall 2023,2025-08-12
GRD003060,STU000672,BA301,64.06,D,Fall 2024,2025-01-07
GRD003061,STU000672,EN101,74.76,C,Fall 2023,2025-01-09
GRD003062,STU000672,CS201,65.01,D,Fall 2024,2025-09-09
GRD003063,STU000672,BA101,68.6,D,Fall 2023,2025-03-27
GRD003064,STU000673,CS301,62.06,D,Spring 2024,2024-12-01
GRD003065,STU000673,MA201,47.28,F,Fall 2024,2025-11-02
GRD003066,STU000673,EN201,74.82,C,Spring 2025,2025-05-29
GRD003067,STU000673,CS201,96.32,A,Spring 2024,2024-11-28
GRD003068,STU000673,EN101,70.28,C,Spring 2025,2025-04-01
GRD003069,STU000674,EN201,73.38,C,Spring 2024,2025-06-13
GRD003070,STU000674,BA101,80.39,B,Fall 2024,2025-08-03
GRD003071,STU000674,MA201,50.96,F,Spring 2024,2025-03-27
GRD003072,STU000674,BA301,95.54,A,Spring 2024,2024-11-23
GRD003073,STU000674,PH101,73.03,C,Spring 2024,2025-10-31
GRD003074,STU000675,CS101,94.48,A,Spring 2024,2025-09-24
GRD003075,STU000675,MA101,59.0,F,Spring 2025,2025-09-15
GRD003076,STU000675,CS201,97.27,A,Spring 2024,2025-10-12
GRD003077,STU000676,BA201,81.63,B,Spring 2025,2025-04-23
GRD003078,STU000676,PH101,78.3,C,Fall 2023,2024-12-24
GRD003079,STU000676,MA101,73.51,C,Fall 2024,2024-11-20
GRD003080,STU000676,CS401,66.27,D,Spring 2024,2025-03-21
GRD003081,STU000676,EN101,88.01,B,Fall 2023,2025-05-16
GRD003082,STU000677,BA301,72.11,C,Fall 2023,2025-11-02
GRD003083,STU000677,CS401,40.49,F,Fall 2024,2025-05-03
GRD003084,STU000677,BA201,53.24,F,Spring 2024,2025-03-09
GRD003085,STU000677,CS201,67.21,D,Spring 2025,2024-12-16
GRD003086,STU000678,PH101,74.65,C,Spring 2025,2024-12-16
GRD003087,STU000678,BA201,69.15,D,Fall 2024,2025-02-01
GRD003088,STU000678,EN101,88.28,B,Spring 2024,2025-11-15
GRD003089,STU000678,CS301,40.73,F,Spring 2024,2025-07-13
GRD003090,STU000678,MA201,72.15,C,Spring 2025,2025-10-02
GRD003091,STU000678,MA101,42.73,F,Spring 2025,2025-05-31
GRD003092,STU000679,CS101,81.4,B,Spring 2025,2025-06-29
GRD003093,STU000679,CS301,68.58,D,Spring 2024,2025-08-18
GRD003094,STU000679,CS401,76.29,C,Spring 2025,2025-10-30
GRD003095,STU000679,EN201,57.04,F,Fall 2023,2024-12-30
GRD003096,STU000680,PH101,89.19,B,Fall 2023,2025-09-26
GRD003097,STU000680,BA201,85.63,B,Spring 2025,2025-03-07
GRD003098,STU000680,MA101,78.75,C,Spring 2024,2025-08-02
GRD003099,STU000680,MA201,68.06,D,Spring 2024,2025-06-01
GRD003100,STU000680,EN201,78.7,C,Fall 2024,2025-02-20
GRD003101,STU000681,EN201,59.4,F,Fall 2023,2025-03-31
GRD003102,STU000681,MA101,82.83,B,Fall 2024,2025-02-16
GRD003103,STU000681,MA201,94.74,A,Spring 2025,2025-10-27
GRD003104,STU000681,CS401,86.06,B,Fall 2024,2025-06-01
GRD003105,STU000681,BA301,59.06,F,Fall 2023,2025-04-24
GRD003106,STU000681,EN101,75.42,C,Fall 2023,2025-03-21
GRD003107,STU000682,EN101,50.6,F,Spring 2024,2025-04-02
GRD003108,STU000682,MA101,78.59,C,Fall 2024,2025-06-18
GRD003109,STU000682,MA201,76.76,C,Fall 2023,2025-07-24
GRD003110,STU000682,CS401,41.95,F,Fall 2024,2025-04-30
GRD003111,STU000682,BA201,52.57,F,Fall 2024,2025-11-16
GRD003112,STU000682,BA301,65.75,D,Spring 2024,2025-10-29
GRD003113,STU000683,EN101,65.49,D,Spring 2025,2025-10-25
GRD003114,STU000683,CS401,51.86,F,Fall 2023,2025-07-01
GRD003115,STU000683,BA301,75.83,C,Spring 2025,2025-11-10
GRD003116,STU000683,CS101,73.77,C,Fall 2024,2025-01-15
GRD003117,STU000684,EN101,67.09,D,Fall 2024,2025-09-20
GRD003118,STU000684,MA101,58.66,F,Spring 2024,2025-05-03
GRD003119,STU000684,CS401,85.73,B,Fall 2024,2025-08-20
GRD003120,STU000685,CS101,94.83,A,Fall 2024,2024-12-22
GRD003121,STU000685,MA201,62.75,D,Spring 2024,2025-03-18
GRD003122,STU000685,BA301,60.82,D,Fall 2023,2025-09-29
GRD003123,STU000685,CS201,77.37,C,Spring 2024,2025-07-09
GRD003124,STU000686,MA201,64.63,D,Spring 2024,2025-04-14
GRD003125,STU000686,BA101,67.91,D,Spring 2024,2025-08-27
GRD003126,STU000686,PH101,81.09,B,Fall 2024,2025-09-30
GRD003127,STU000686,BA301,41.36,F,Fall 2024,2025-06-13
GRD003128,STU000687,CS201,89.77,B,Fall 2023,2025-07-19
GRD003129,STU000687,CS301,71.09,C,Fall 2023,2025-07-03
GRD003130,STU000687,PH101,63.83,D,Spring 2024,2025-09-21
GRD003131,STU000688,BA201,68.66,D,Fall 2023,2025-03-17
GRD003132,STU000688,CS201,69.44,D,Fall 2024,2025-10-07
GRD003133,STU000688,EN201,44.03,F,Fall 2024,2025-10-02
GRD003134,STU000688,MA101,92.42,A,Fall 2024,2025-08-20
GRD003135,STU000688,EN101,70.62,C,Spring 2025,2025-08-14
GRD003136,STU000688,BA101,76.65,C,Fall 2024,2025-11-09
GRD003137,STU000689,CS201,84.27,B,Fall 2024,2025-08-28
GRD003138,STU000689,CS301,54.68,F,Spring 2024,2025-03-18
GRD003139,STU000689,MA201,77.1,C,Fall 2024,2025-11-03
GRD003140,STU000690,BA301,65.99,D,Spring 2024,2025-08-25
GRD003141,STU000690,PH101,82.7,B,Spring 2024,2025-01-05
GRD003142,STU000690,CS201,38.09,F,Spring 2025,2025-01-22
GRD003143,STU000690,EN201,68.51,D,Fall 2023,2025-07-25
GRD003144,STU000690,MA201,60.96,D,Spring 2025,2025-02-06
GRD003145,STU000691,BA301,76.48,C,Spring 2025,2025-08-14
GRD003146,STU000691,BA201,77.05,C,Fall 2023,2025-01-30
GRD003147,STU000691,MA201,59.39,F,Fall 2024,2025-11-10
GRD003148,STU000691,CS401,59.32,F,Fall 2024,2024-12-21
GRD003149,STU000691,CS101,68.34,D,Fall 2024,2025-04-20
GRD003150,STU000691,EN101,56.55,F,Fall 2023,2025-06-10
GRD003151,STU000692,CS201,82.63,B,Spring 2024,2025-03-21
GRD003152,STU000692,CS301,64.46,D,Spring 2025,2025-02-08
GRD003153,STU000692,PH101,26.4,F,Fall 2024,2025-09-18
GRD003154,STU000692,EN201,64.38,D,Fall 2023,2024-12-27
GRD003155,STU000692,MA101,54.42,F,Fall 2024,2025-07-16
GRD003156,STU000692,BA101,45.53,F,Fall 2024,2025-02-17
GRD003157,STU000693,BA101,51.44,F,Spring 2024,2024-11-27
GRD003158,STU000693,CS101,71.64,C,Fall 2024,2025-05-08
GRD003159,STU000693,CS201,89.93,B,Spring 2024,2025-06-28
GRD003160,STU000693,MA201,74.7,C,Fall 2024,2025-04-22
GRD003161,STU000693,PH101,60.9,D,Fall 2023,2025-02-20
GRD003162,STU000693,BA201,76.84,C,Fall 2024,2025-10-11
GRD003163,STU000694,BA101,63.11,D,Fall 2024,2025-08-16
GRD003164,STU000694,PH101,59.58,F,Fall 2023,2025-09-09
GRD003165,STU000694,BA301,52.68,F,Fall 2023,2025-05-17
GRD003166,STU000694,CS101,43.72,F,Fall 2023,2025-10-01
GRD003167,STU000694,EN201,64.15,D,Fall 2024,2025-06-01
GRD003168,STU000694,CS301,72.37,C,Fall 2024,2025-09-16
GRD003169,STU000695,MA101,68.55,D,Spring 2024,2025-10-24
GRD003170,STU000695,CS401,63.76,D,Fall 2024,2025-06-12
GRD003171,STU000695,PH101,55.81,F,Fall 2023,2024-11-19
GRD003172,STU000695,CS201,79.12,C,Fall 2024,2025-02-09
GRD003173,STU000696,CS201,50.24,F,Fall 2023,2024-12-17
GRD003174,STU000696,BA301,81.64,B,Fall 2024,2025-07-04
GRD003175,STU000696,CS101,54.97,F,Fall 2023,2025-09-09
GRD003176,STU000696,BA101,58.71,F,Fall 2023,2025-10-01
GRD003177,STU000696,MA201,48.0,F,Fall 2023,2025-09-25
GRD003178,STU000697,CS101,62.48,D,Spring 2024,2025-01-20
GRD003179,STU000697,EN101,84.63,B,Spring 2024,2025-10-08
GRD003180,STU000697,BA201,77.73,C,Fall 2024,2025-08-24
GRD003181,STU000697,BA301,84.68,B,Spring 2024,2024-12-21
GRD003182,STU000697,CS201,77.83,C,Fall 2023,2024-12-31
GRD003183,STU000697,CS301,53.44,F,Fall 2023,2025-03-23
GRD003184,STU000698,PH101,65.04,D,Spring 2024,2025-04-24
GRD003185,STU000698,CS301,58.3,F,Fall 2023,2024-12-05
GRD003186,STU000698,MA201,89.96,B,Fall 2024,2025-01-27
GRD003187,STU000698,EN201,52.05,F,Spring 2024,2025-03-11
GRD003188,STU000699,CS101,83.41,B,Spring 2024,2025-02-21
GRD003189,STU000699,BA301,83.39,B,Fall 2024,2025-05-26
GRD003190,STU000699,CS401,97.44,A,Spring 2024,2025-04-25
GRD003191,STU000699,MA201,63.85,D,Spring 2025,2025-01-26
GRD003192,STU000700,BA101,80.68,B,Fall 2024,2024-12-22
GRD003193,STU000700,CS401,100.0,A,Spring 2025,2025-11-18
GRD003194,STU000700,MA101,60.74,D,Fall 2023,2025-04-25
GRD003195,STU000700,CS201,46.97,F,Spring 2024,2025-07-12
GRD003196,STU000700,BA301,41.8,F,Spring 2024,2025-01-27
GRD003197,STU000701,MA201,80.69,B,Spring 2024,2024-11-19
GRD003198,STU000701,MA101,41.75,F,Fall 2023,2025-07-23
GRD003199,STU000701,CS201,64.42,D,Spring 2024,2025-10-26
GRD003200,STU000701,CS401,76.56,C,Fall 2023,2024-12-03
GRD003201,STU000702,CS301,72.78,C,Spring 2024,2025-09-23
GRD003202,STU000702,CS401,76.38,C,Fall 2023,2025-04-21
GRD003203,STU000702,BA101,73.33,C,Fall 2023,2025-05-28
GRD003204,STU000702,CS201,89.18,B,Spring 2024,2025-04-04
GRD003205,STU000702,CS101,55.72,F,Spring 2024,2025-09-04
GRD003206,STU000702,BA201,59.85,F,Fall 2023,2025-05-14
GRD003207,STU000703,BA301,58.41,F,Spring 2024,2024-12-28
GRD003208,STU000703,PH101,82.45,B,Spring 2024,2025-08-05
GRD003209,STU000703,EN201,83.51,B,Spring 2025,2025-05-22
GRD003210,STU000703,BA101,76.77,C,Spring 2024,2024-12-13
GRD003211,STU000703,EN101,87.75,B,Spring 2024,2025-03-13
GRD003212,STU000704,BA101,52.33,F,Spring 2025,2025-08-29
GRD003213,STU000704,BA301,95.01,A,Fall 2023,2025-10-19
GRD003214,STU000704,CS101,92.85,A,Spring 2025,2025-02-23
GRD003215,STU000704,PH101,81.03,B,Fall 2024,2025-08-06
GRD003216,STU000704,MA101,96.73,A,Spring 2025,2025-09-23
GRD003217,STU000704,CS401,45.15,F,Fall 2024,2025-09-07
GRD003218,STU000705,BA101,62.13,D,Fall 2023,2025-01-22
GRD003219,STU000705,CS301,58.97,F,Spring 2025,2025-05-24
GRD003220,STU000705,BA301,80.82,B,Fall 2024,2024-12-24
GRD003221,STU000705,CS101,54.25,F,Spring 2024,2025-04-02
GRD003222,STU000705,EN101,81.36,B,Spring 2024,2024-12-01
GRD003223,STU000706,EN101,90.56,A,Spring 2024,2025-04-08
GRD003224,STU000706,BA301,80.43,B,Spring 2024,2025-11-10
GRD003225,STU000706,BA101,74.26,C,Spring 2024,2024-12-23
GRD003226,STU000706,CS301,55.18,F,Spring 2025,2025-05-06
GRD003227,STU000706,PH101,57.3,F,Spring 2024,2025-02-09
GRD003228,STU000707,CS201,88.74,B,Fall 2024,2024-11-30
GRD003229,STU000707,BA101,81.69,B,Fall 2023,2025-07-02
GRD003230,STU000707,BA201,69.41,D,Fall 2024,2025-04-26
GRD003231,STU000707,EN201,63.73,D,Fall 2023,2025-10-17
GRD003232,STU000708,CS401,39.61,F,Spring 2024,2024-12-11
GRD003233,STU000708,BA101,53.94,F,Spring 2024,2025-01-01
GRD003234,STU000708,MA201,98.67,A,Spring 2025,2025-02-21
GRD003235,STU000709,CS301,50.79,F,Spring 2025,2025-02-01
GRD003236,STU000709,CS101,72.84,C,Fall 2024,2025-11-18
GRD003237,STU000709,BA201,85.11,B,Spring 2025,2025-08-11
